hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr13:g.32914443A>G	7	5.442058	0.63133	0.74239	0.52143	0.61269	0.98586		0.81165	0.82223	0.86415	0.63415	0.47236	0.4811	0.8938	0.55848	0.63694	0.61905	0.49826		0.8433	0.92318	0.67647	0.92988	0.17954		0.46249	0.71638	0.4209	0.57719	0.65324	0.94297	0.94714			0.37732	0.60507	0.88109	0.59928	0.60337	0.80286	16.0205	0.51315			3.98848e-06				9.416e-06	8.237e-06																					
chr13:g.32914444A>C	7	5.074371	0.69495	0.69106	0.52143	0.8295	0.94902		0.60892	0.55701	0.88298	0.444	0.29342	0.27592	0.36801	0.55848	0.63694	0.61905	0.49826		0.8433	0.92136	0.70926	0.90541	0.19448		0.41973	0.38783	0.39329	0.50055	0.3875	0.94297	0.94714			0.48161	0.80595	0.85821	0.7849	0.6789	0.31097	8.2873	0.53708			3.98851e-06																										
chr13:g.32914446C>G	7	1.369964	0.54054	0.62156	0.52143	0.13394	0.35063		0.23638	0.25596	0.763	0.34134	0.24593	0.25443	0.26004	0.55848	0.63694	0.61905	0.49826		0.16471	0.65468	0.4029	0.55578	0.03281		0.08975	0.3221	0.31564	0.39322	0.29475	0.4025	0.45946			0.13295	0.71042	0.6751	0.35726	0.3904	0.34091	8.805	0.51137			3.98896e-06						RCV000580535	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome																	Uncertain_significance
chr13:g.32914453G>T	7	0.737034	0.39838	0.47948	0.52143	0.20374	0.18259		0.06851	0.05772	0.75438	0.10738	0.0507	0.39301	0.01449	0.55848	0.63694	0.61905	0.49826		0.30578	0.62473	0.35812	0.5446	0.02108		0.21555	0.21118	0.26379	0.37909	0.05177	0.04431	0.1269			0.09799	0.62151	0.66769	0.43085	0.45744	0.12955	4.8631	0.30687			7.97906e-06										RCV000049344	Likely pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000480427	Uncertain significance	germline	not provided	RCV000561617	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000637728	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	Uncertain_significance
chr13:g.32914461A>C	7	4.729833	0.31265	0.64621	0.52143	0.4096	0.60656		0.48387	0.48421	0.74793	0.63504	0.45024	0.28325	0.36471	0.55848	0.63694	0.61905	0.49826		0.34958	0.69547	0.59615	0.77506	0.17329		0.31927	0.71638	0.34804	0.4085	0.59851	0.94297	0.94714			0.07672	0.943	0.73078	0.7849	0.66756	0.43559	10.4252	0.53093		-1.0	3.99017e-05				4.708e-05	4.119e-05					RCV000076948	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000160188	Likely benign	germline	not specified	RCV000223167	Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000460454	Likely benign	germline	Hereditary breast ovarian cancer syndrome	Conflicting_interpretations_of_pathogenicity
chr13:g.32914462T>G	7	1.487652	0.25304	0.49262	0.52143	0.1056	0.26901		0.17619	0.21408	0.6803	0.33421	0.13632	0.28039	0.247	0.55848	0.63694	0.61905	0.49826		0.34958	0.4867	0.49145	0.25464	0.03864		0.25506	0.35271	0.35335	0.37032	0.164	0.11859	0.04603			0.07693	0.66436	0.63694	0.263	0.14412	0.0139	1.0037	0.36043			7.98015e-06										RCV000485637	Uncertain significance	germline	not provided	RCV000776240	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001364757	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003153661	Benign	germline	Ovarian cancer	Uncertain_significance
chr13:g.32914467C>T	7	6.441465	0.7361	0.73267	0.52143	0.70197	0.98518		0.7656	0.79462	0.85173	0.79053	0.57574	0.74766	0.8938	0.55848	0.63694	0.61905	0.49826		0.25171	0.88493	0.70976	0.89038	0.07326		0.49283	0.71638	0.48669	0.55118	0.72012	0.4025	0.45946			0.13748	0.82341	0.86986	0.7849	0.61642	0.96962	19.8965	0.42639		0.783	3.99151e-06	3.18492e-05									RCV000044809	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000113514	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000236533	Uncertain significance	germline	not specified	RCV000572935	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	Conflicting_interpretations_of_pathogenicity
chr13:g.32914470T>G	8	12.960394	0.95746	0.95683	0.52143		0.54355		0.86865	0.80534		0.74058	0.1834	0.74766	0.8938	0.55848	0.63694	0.61905	0.49826		0.34713						0.81001	0.38783	0.51673	0.65909	0.72666	0.62972	0.64695								0.80286	16.0205	0.97643			3.99157e-06				9.416e-06	8.237e-06					RCV000241170	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000496287	Pathogenic	germline	Hereditary breast ovarian cancer syndrome									Pathogenic
chr13:g.32914485A>G	7	2.492035	0.65116	0.64683	0.52143	0.40074	0.66525		0.43539	0.36683	0.74793	0.14872	0.1517	0.34833	0.55429	0.55848	0.63694	0.61905	0.49826		0.16925	0.75649	0.47539	0.68483	0.03269		0.08975	0.13787	0.69303	0.52443	0.29989	0.94297	0.2862			0.09159	0.70191	0.71242	0.43393	0.54934	0.23103	6.8331	0.46928		0.335	3.99138e-06										RCV000113517	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000503659	Uncertain significance	unknown	Malignant tumor of breast	RCV000580157	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32914501_32914503del																																														3.99173e-06				9.416e-06	8.237e-06																					
chr13:g.32914505G>T	7	3.793812	0.43367	0.66994	0.52143	0.38105	0.27339		0.43178	0.33248	0.75789	0.23261	0.24013	0.32594	0.42236	0.55848	0.63694	0.61905	0.49826		0.12369	0.81411	0.72336	0.68707	0.17809		0.08975	0.23411	0.16894	0.01923	0.21635	0.7674	0.11727			0.04109	0.92518	0.73152	0.58626	0.5206	0.35887	9.1108	0.51761			2.39487e-05				1.883e-05	1.647e-05					RCV000129979	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000472369	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000768158	Uncertain significance	germline	Familial cancer of breast	RCV000985554	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	Uncertain_significance
chr13:g.32914515_32914516insG																																														3.98899e-06																										
chr13:g.32914516G>C	7	-0.480118	0.02344	0.19111	0.52143	0.00212	0.19102		0.05228	0.05187	0.00718	0.13305	0.18822	0.28417	0.06581	0.55848	0.11973	0.61905	0.37627		0.06821	0.008	0.31426	0.47227	0.022		0.08975	0.06391	0.22626	0.14212	0.14336	0.15538	0.12363			0.06904	0.69357	0.24192	0.34095	0.12281	0.01119	0.8622	0.38232		-1.0	1.19657e-05	6.37227e-05									RCV000129322	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000204438	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000409077	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000590592	Uncertain significance	germline	not provided	Uncertain_significance
chr13:g.32914521T>G	7	-0.309453	0.06311	0.32489	0.52143	0.01146	0.09308		0.06255	0.07375	0.00643	0.131	0.20549	0.27939	0.23429	0.55848	0.11973	0.61905	0.37627		0.11469	0.00676	0.13152	0.46904	0.03917		0.08975	0.06391	0.24737	0.08214	0.08591	0.11342	0.21181			0.01089	0.749	0.46104	0.31383	0.17804	0.10169	4.2562	0.26475		0.514	1.99351e-05				2.825e-05	3.295e-05					RCV000077367	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129746	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000212246	Uncertain significance	germline	not provided	RCV000709322	Uncertain significance	unknown	Hereditary breast ovarian cancer syndrome	Uncertain_significance
chr13:g.32914523_32914524del																																														3.98686e-06					8.237e-06					RCV000165674	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000241414	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV001388405	Pathogenic	germline	Hereditary breast ovarian cancer syndrome					
chr13:g.32914529A>G	7	-0.745546	0.25211	0.24214	0.52143	0.07962	0.03821		0.02683	0.03588	0.00657	0.13627	0.10426	0.27541	0.0965	0.55848	0.63694	0.61905	0.49826		0.14021	0.00408	0.17156	0.45567	0.02623		0.08975	0.06391	0.26692	0.12179	0.22017	0.17024	0.13154			0.00552	0.61129	0.61843	0.0767	0.01155	0.0257	1.6326	0.29429		0.515	3.98711e-06										RCV000044826	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000083121	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000162633	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001174723	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32914535_32914537del																																														3.98667e-06																										
chr13:g.32914549C>A	7	0.68048	0.22438	0.23028	0.52143	0.07987	0.12375		0.05964	0.06361	0.00687	0.09584	0.04825	0.27051	0.14498	0.55848	0.63694	0.61905	0.49826		0.21291	0.00864	0.23595	0.48165	0.03118		0.08975	0.15269	0.28994	0.17266	0.11338	0.07976	0.09148			0.0049	0.64132	0.28162	0.26965	0.1791	0.16455	5.5661	0.41754			7.97099e-06				1.883e-05	1.647e-05					RCV000702139	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001183819	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32914554A>T	7	1.616603	0.17646	0.34749	0.52143	0.40172	0.17706		0.20915	0.20431	0.00742	0.17444	0.21277	0.33799	0.5522	0.55848	0.63694	0.61905	0.49826		0.1767	0.00832	0.48701	0.50409	0.05355		0.08975	0.16062	0.32775	0.16732	0.31902	0.94297	0.94714			0.03424	0.96567	0.44899	0.38407	0.19073	0.19529	6.1513	0.44761			3.98391e-06				9.416e-06	8.237e-06					RCV000238902	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV002298556	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002356337	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr13:g.32914557C>G	8	8.678563	0.87904	0.8775	0.52143		0.34555		0.49005	0.33347		0.14363	0.09198	0.31822	0.45821	0.55848	0.63694	0.61905	0.49826		0.10951						0.81001	0.06391	0.33223	0.16659	0.12278	0.08738	0.18587								0.06249	3.1996	0.96187			3.98492e-06				9.416e-06	8.237e-06					RCV000113522	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000217928	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000429027	Pathogenic	germline	not provided	RCV000503943	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	Pathogenic
chr13:g.32914559G>C	7	2.116412	0.40813	0.40012	0.52143	0.45704	0.31676		0.14963	0.16308	0.00711	0.243	0.25521	0.28164	0.24912	0.55848	0.63694	0.61905	0.49826		0.27603	0.008	0.37906	0.47639	0.17634		0.08975	0.259	0.33454	0.16106	0.37811	0.7674	0.20906			0.02618	0.77225	0.47447	0.18184	0.37449	0.1772	5.8094	0.40465				3.18735e-05																									
chr13:g.32914563A>G	7	-0.876266	0.21319	0.30722	0.52143	0.13145	0.21893		0.10863	0.1187	0.00643	0.18784	0.32495	0.27503	0.12919	0.55848	0.63694	0.61905	0.49826		0.13719	0.00707	0.14976	0.45472	0.02043		0.08975	0.19661	0.32288	0.08214	0.47143	0.94297	0.94714			0.00219	0.33598	0.54641	0.17069	0.17014	0.08982	3.9798	0.25377		0.208	3.98444e-06				9.416e-06	8.237e-06					RCV000044833	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000113525	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV001182573	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV002228137	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32914565C>G	7	-1.03908	0.21666	0.20649	0.52143	0.01734	0.12052		0.02862	0.03173	0.00647	0.08623	0.0636	0.3638	0.03022	0.55848	0.63694	0.61905	0.49826		0.10938	0.00497	0.11224	0.45581	0.0203		0.08975	0.06391	0.30507	0.07038	0.09666	0.10308	0.21384			0.00827	0.22727	0.42395	0.21968	0.11153	0.02619	1.6591	0.2338			3.98444e-06																										
chr13:g.32914569_32914570insA																																														3.98451e-06																										
chr13:g.32914570_32914574del																																														3.98451e-06				9.415e-06	8.237e-06					RCV000077368	Pathogenic	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131112	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000235143	Pathogenic	unknown	not provided	RCV000496338	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	
chr13:g.32914578A>G	7	1.18165	0.16421	0.39784	0.52143	0.29079	0.79373		0.20553	0.17759	0.00742	0.09041	0.16642	0.28217	0.25714	0.55848	0.63694	0.61905	0.49826		0.13624	0.00994	0.37002	0.50746	0.04126		0.08975	0.19661	0.0968	0.20814	0.39127	0.16512	0.2915			0.00991	0.85765	0.37593	0.61437	0.61642	0.17221	5.7139	0.43514		0.244	3.98419e-06				1.883e-05	1.647e-05					RCV000113529	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV003157311	Likely benign	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32914581A>G	7	-2.078438	0.18283	0.17254	0.52143	0.08867	0.04936		0.02681	0.02485	0.00643	0.06665	0.09117	0.41534	0.02148	0.55848	0.63694	0.61905	0.49826		0.13369	0.00615	0.2088	0.4356	0.01945		0.08975	0.06391	0.08673	0.20868	0.05776	0.16041	0.27123			0.06854	0.65627	0.13647	0.22833	0.11968	0.06017	3.1245	0.29774			3.98454e-06										RCV000465240	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003157530	Likely benign	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr13:g.32914589A>G	7	-1.470693	0.02965	0.17151	0.52143	0.0015	0.02276		0.06114	0.06787	0.00668	0.09817	0.09368	0.27568	0.09428	0.55848	0.63694	0.61905	0.49826		0.03469	0.00738	0.08397	0.48427	0.01915		0.08975	0.06391	0.02609	0.05097	0.09031	0.94297	0.27262			0.02445	0.0759	0.36365	0.07969	0.01155	0.07198	3.4905	0.15888			7.96768e-06					8.237e-06					RCV000585954	Uncertain significance	germline	not provided	RCV001024890	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001242746	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32914590T>A	7	-0.026165	0.25565	0.24569	0.52143	0.16952	0.10896		0.04186	0.03786	0.00776	0.17229	0.21809	0.35446	0.02733	0.55848	0.63694	0.61905	0.49826		0.03469	0.01159	0.39271	0.4521	0.0591		0.08975	0.06391	0.02609	0.05097	0.02364	0.12594	0.20629			0.06199	0.66325	0.48592	0.44029	0.4011	0.39175	9.6708	0.56833				9.55475e-05									RCV000076955	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000217624	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000469876	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001526977	Uncertain significance	germline	not specified	Uncertain_significance
chr13:g.32914593G>A	7	-0.891657	0.16233	0.15202	0.52143	0.03796	0.00194		0.01984	0.03414	0.00643	0.01756	0.01623	0.27137	0.16518	0.55848	0.63694	0.61905	0.49826		0.08237	0.00348	0.01465	0.39717	0.02094		0.08975	0.06391	0.02609	0.05097	0.14136	0.17342	0.27183			0.01592	0.00011	0.24469	0.00964	0.04982	0.14982	5.2799	0.09349		0.311	3.98448e-06					8.237e-06					RCV000083122	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000120341	not provided	germline	not specified	RCV000166225	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001110580	Uncertain significance	germline	Fanconi anemia complementation group D1	Conflicting_interpretations_of_pathogenicity
chr13:g.32914599C>G	7	1.012934	0.42919	0.4215	0.52143	0.12984	0.20581		0.14618	0.15087	0.00711	0.18941	0.1652	0.29408	0.32713	0.55848	0.11973	0.61905	0.37627		0.07783	0.01159	0.38238	0.4622	0.03099		0.08975	0.15269	0.04165	0.01923	0.38254	0.26987	0.15224			0.00272	0.7698	0.50341	0.41915	0.2821	0.33824	8.7592	0.41656				3.18492e-05									RCV002360196	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV003098140	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									
chr13:g.32914604C>G	7	-0.574121	0.14747	0.21677	0.52143	0.05865	0.06778		0.0351	0.0467	0.00619	0.07945	0.00768	0.28559	0.2586	0.55848	0.34648	0.61905	0.37627		0.00634	0.00929	0.20374	0.50694	0.02206		0.08975	0.06391	0.09966	0.01923	0.13962	0.01731	0.00963			0.03173	0.19509	0.57612	0.26629	0.06345	0.20973	6.4261	0.36043			3.98451e-06										RCV001918046	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002359383	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									
chr13:g.32914616C>T	8	8.859733	0.8218	0.87117	0.52143		0.47052		0.39258	0.24245		0.22168	0.12204	0.35208	0.16087	0.55848	0.34648	0.61905	0.37627		0.03469						0.81001	0.06391	0.38083	0.127	0.11163	0.4025	0.34892								0.1826	5.9093	0.93252			3.98781e-06				9.416e-06	8.237e-06					RCV000044850	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	RCV000077369	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000223048	Pathogenic	germline	not provided	RCV000563525	Pathogenic	germline	Hereditary cancer-predisposing syndrome	Pathogenic
chr13:g.32914617A>C	7	-1.667591	0.17834	0.16804	0.52143	0.0915	0.07477		0.01936	0.01673	0.00662	0.1242	0.2019	0.74766	0.01414	0.55848	0.34648	0.61905	0.37627		0.03469	0.00615	0.22302	0.46569	0.02108		0.08975	0.06391	0.39279	0.13351	0.094	0.16234	0.20528			0.00098	0.02163	0.4072	0.09717	0.1948	0.0335	2.0488	0.28498		0.684	0.0	6.36862e-05									RCV000031599	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000131951	Benign/Likely benign	germline	Hereditary cancer-predisposing syndrome	RCV000203091	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV000587844	Uncertain significance	germline	not provided	Conflicting_interpretations_of_pathogenicity
chr13:g.32914617A>G	7	-1.2848	0.01415	0.23234	0.52143	0.01101	0.125		0.01504	0.01351	0.00657	0.13952	0.18425	0.74766	0.01414	0.55848	0.34648	0.61905	0.37627		0.03469	0.00585	0.11542	0.48084	0.04407		0.08975	0.06391	0.39279	0.13351	0.094	0.16234	0.20528			0.00112	0.42191	0.47942	0.0733	0.07946	0.0335	2.0488	0.2287	43		1.59404e-05	0.000159215			2.825e-05	2.471e-05					RCV000031600	Uncertain significance	unknown	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000160108	Uncertain significance	germline	not provided	RCV000200820	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000219164	Likely benign	germline	Hereditary cancer-predisposing syndrome	Conflicting_interpretations_of_pathogenicity
chr13:g.32914632A>G	7	-1.039083	0.18835	0.17808	0.52143	0.01847	0.04488		0.02308	0.02328	0.00632	0.04427	0.03592	0.47345	0.02608	0.40923	0.34648	0.61905	0.37627		0.02355	0.00615	0.17156	0.47515	0.021		0.08975	0.06391	0.41218	0.15652	0.09106	0.16847	0.0636			0.03588	0.34795	0.34456	0.22138	0.28575	0.26368	7.4432	0.27792			3.98464e-06										RCV000160109	Uncertain significance	germline	not provided	RCV000509812	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001850260	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome					Uncertain_significance
chr13:g.32914634A>C	7	2.128255	0.32928	0.32008	0.52143	0.69744	0.56246		0.35236	0.28332	0.00776	0.25703	0.128	0.46732	0.40494	0.40923	0.34648	0.61905	0.37627		0.25487	0.01725	0.41742	0.53346	0.17559		0.08975	0.18986	0.46004	0.26406	0.45672	0.94297	0.85005			0.08808	0.46503	0.3013	0.308	0.53426	0.32547	8.5398	0.42737			3.98508e-06										RCV002011176	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV003157029	Likely benign	germline	Hereditary cancer-predisposing syndrome									
chr13:g.32914635A>C	7	0.461971	0.31148	0.31978	0.52143	0.24657	0.28417		0.16492	0.14973	0.00726	0.14679	0.05288	0.35604	0.19817	0.40923	0.34648	0.61905	0.37627		0.25487	0.00585	0.28955	0.50326	0.02455		0.08975	0.17386	0.48827	0.28126	0.23129	0.94297	0.85005			0.09164	0.57762	0.39182	0.50132	0.5206	0.12747	4.8191	0.41557			7.96959e-06				9.416e-06	8.237e-06					RCV000130782	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000637735	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV001284098	Uncertain significance	unknown	not provided					Uncertain_significance
chr13:g.32914635A>T	7	3.778437	0.42899	0.43815	0.52143	0.30342	0.45909		0.24793	0.1995	0.00759	0.18412	0.0523	0.35604	0.19817	0.40923	0.34648	0.61905	0.37627		0.25487	0.01226	0.49505	0.53454	0.15315		0.08975	0.17386	0.48827	0.28126	0.23129	0.94297	0.85005			0.09823	0.78302	0.32008	0.72154	0.7415	0.12747	4.8191	0.5362		0.417	7.96959e-06										RCV000113536	Benign	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000160232	Benign/Likely benign	germline	not specified	RCV000163009	Benign	germline	Hereditary cancer-predisposing syndrome	RCV000589722	Conflicting interpretations of pathogenicity	germline	not provided	Benign
chr13:g.32914637_32914639del																																														3.98479e-06	6.36902e-05			9.416e-06	8.237e-06					RCV000480848	Uncertain significance	germline	not provided	RCV001218359	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002356771	Uncertain significance	germline	Hereditary cancer-predisposing syndrome					
chr13:g.32914641T>G	7	3.781101	0.42107	0.41326	0.52143	0.23894	0.49841		0.21854	0.19722	0.00718	0.23222	0.23464	0.35499	0.19456	0.40923	0.34648	0.61905	0.37627		0.05655	0.00707	0.30901	0.47952	0.07761		0.08975	0.06391	0.69303	0.39908	0.21715	0.47794	0.52354			0.04514	0.51478	0.39764	0.48186	0.69154	0.11903	4.6347	0.33687			3.98578e-06				9.416e-06	8.237e-06																					
chr13:g.32914649T>C	7	0.7033	0.35222	0.45648	0.52143	0.03831	0.18054		0.06556	0.083	0.75001	0.12569	0.28472	0.31652	0.11076	0.40923	0.34648	0.61905	0.37627		0.07333	0.50745	0.23409	0.34561	0.023		0.08975	0.06391	0.76049	0.57719	0.02859	0.09761	0.23353			0.04489	0.69835	0.66106	0.21304	0.17268	0.00517	0.4851	0.28028			3.98699e-06				9.416e-06	8.237e-06					RCV002360462	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV003103271	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome									
chr13:g.32914652G>A	7	2.60844	0.61469	0.60987	0.52143	0.17421	0.53655		0.20515	0.23235	0.73845	0.11949	0.05791	0.32856	0.26966	0.40923	0.34648	0.61905	0.37627		0.12507	0.46183	0.40283	0.27943	0.05814		0.08975	0.22914	0.85391	0.49585	0.14657	0.50648	0.78918			0.00832	0.5792	0.65522	0.22138	0.13252	0.03168	1.9541	0.45047			3.98657e-06					8.237e-06					RCV000167216	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV001850364	Uncertain significance	germline	Hereditary breast ovarian cancer syndrome	RCV002267922	Uncertain significance	germline	not specified					Uncertain_significance
chr13:g.32914664T>A	7	6.826558	0.86239	0.86057	0.52143	0.86978	0.57491		0.76703	0.81088	0.95317	0.8419	0.63756	0.74766	0.91077	0.55848	0.34648	0.61905	0.37627		0.62929	0.95982	0.87562	0.96825	0.20283		0.58761	0.71638	0.91618	0.86279	0.72666	0.47794	0.64695			0.43945	0.85844	0.94914	0.91255	0.40267	0.80931	16.0958	0.68082		0.729	3.9867e-06										RCV000044860	Likely benign	germline	Hereditary breast ovarian cancer syndrome	RCV000083124	Conflicting interpretations of pathogenicity	germline	Breast-ovarian cancer, familial, susceptibility to, 2 (BROVCA2)	RCV000129210	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000587108	Uncertain significance	germline	not provided	Conflicting_interpretations_of_pathogenicity
