hgvsg	cadd_consscore	cadd_rawscore	dbnsfp_bayesdel_add_af_rankscore	dbnsfp_bayesdel_no_af_rankscore	dbnsfp_bstatistic_converted_rankscore	dbnsfp_clinpred_rankscore	dbnsfp_dann_rankscore	dbnsfp_deogen2_rankscore	dbnsfp_eigen_raw_coding_rankscore	dbnsfp_eigen_pc_raw_coding_rankscore	dbnsfp_fathmm_converted_rankscore	dbnsfp_fathmm_mkl_coding_rankscore	dbnsfp_fathmm_xf_coding_rankscore	dbnsfp_genocanyon_rankscore	dbnsfp_gerp___rs_rankscore	dbnsfp_gm12878_fitcons_rankscore	dbnsfp_h1_hesc_fitcons_rankscore	dbnsfp_huvec_fitcons_rankscore	dbnsfp_integrated_fitcons_rankscore	dbnsfp_list_s2_rankscore	dbnsfp_lrt_converted_rankscore	dbnsfp_metalr_rankscore	dbnsfp_metarnn_rankscore	dbnsfp_metasvm_rankscore	dbnsfp_mpc_rankscore	dbnsfp_mutationassessor_rankscore	dbnsfp_mutationtaster_converted_rankscore	dbnsfp_phastcons_100way_vertebrate_rankscore	dbnsfp_phastcons_17way_primate_rankscore	dbnsfp_phastcons_30way_mammalian_rankscore	dbnsfp_phylop_100way_vertebrate_rankscore	dbnsfp_phylop_17way_primate_rankscore	dbnsfp_phylop_30way_mammalian_rankscore	dbnsfp_polyphen2_hdiv_rankscore	dbnsfp_polyphen2_hvar_rankscore	dbnsfp_primateai_rankscore	dbnsfp_provean_converted_rankscore	dbnsfp_revel_rankscore	dbnsfp_sift_converted_rankscore	dbnsfp_sift4g_converted_rankscore	dbnsfp_siphy_29way_logodds_rankscore	dbnsfp_siphy_29way_logodds_score	dbnsfp_vest4_rankscore	evs_grantham_score	mutdb_mutpred_score	gnomad_exome_af	gnomad_genome_af	civic_actionscore	civic_clinvar_cnt	exac_nontcga_af	exac_af	clinvar_accession	clinvar_sig	clinvar_origin	clinvar_name	clinvar_accession_0	clinvar_sig_0	clivar_origin_0	clinvar_name_0	clinvar_accession_1	clinvar_sig_1	clivar_origin_1	clinvar_name_1	clinvar_accession_2	clinvar_sig_2	clivar_origin_2	clinvar_name_2	clinvar_accession_3	clinvar_sig_3	clivar_origin_3	clinvar_name_3	dbnsfp_clinvar_sig
chr17:g.33428341T>G	7	5.004015	0.50962	0.50313	0.21964	0.66981	0.29813	0.68657	0.44714	0.4217	0.65006	0.41428	0.28917	0.11261	0.30672	0.89359	0.96076	0.83352	0.92422	0.63722	0.55875	0.55343	0.57685	0.55794	0.42711	0.1519	0.40682	0.71638	0.35822	0.41383	0.39008	0.62972	0.64695	0.7322	0.67921		0.80085	0.64318	0.72154	0.72224	0.21331	6.4943	0.71676			3.97763e-06										RCV000465278	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000567030	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001529888	Uncertain significance	germline	not provided					Uncertain_significance
chr17:g.33428346C>A		2.14523	0.06854	0.1938	0.21964	0.16509	0.11834	0.39151	0.09649	0.1245	0.65378	0.10853	0.22043	0.11735	0.32427	0.89359	0.96076	0.83352	0.92422	0.51418	0.09082	0.35444	0.04805	0.28992	0.40852	0.1555	0.08975	0.06391	0.30388	0.18051	0.0602	0.4025	0.19495	0.24198	0.19966		0.54864	0.14996	0.42199	0.07292	0.09254	4.0458	0.32591			3.97807e-06					8.236e-06																					
chr17:g.33428347C>T		-0.085959	0.077	0.07712	0.21964	0.0205	0.1486	0.35678	0.02733	0.03056	0.65192	0.03017	0.06054	0.1649	0.02465	0.89359	0.96076	0.83352	0.92422	0.20293	0.09082	0.37768	0.02436	0.41498	0.37572	0.14455	0.08975	0.06391	0.29039	0.09077	0.02709	0.08738	0.02174	0.07471	0.06944		0.1721	0.12618	0.03653	0.03056	0.27375	7.6251	0.25006			7.95596e-06				9.415e-06	8.236e-06					RCV000794335	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV001178849	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr17:g.33428350C>A		6.254384	0.52805	0.52184	0.21964	0.69949	0.23689	0.69933	0.67173	0.62329	0.64264	0.62967	0.63048	0.39898	0.62624	0.89359	0.96076	0.83352	0.92422	0.65471	0.55875	0.76556	0.72945	0.79324	0.44336	0.86425	0.81001	0.29799	0.27073	0.05097	0.57758	0.4025	0.45946	0.77913	0.70027		0.87687	0.58381	0.65419	0.72224	0.78848	15.8662	0.72388			3.97823e-06				9.415e-06	8.236e-06																					
chr17:g.33428355G>C		2.527763	0.04187	0.15277	0.21964	0.14951	0.24712	0.49586	0.33136	0.35288	0.64086	0.42038	0.37401	0.11837	0.31527	0.89359	0.96076	0.83352	0.92422	0.23025	0.28424	0.50291	0.28305	0.46129	0.35252	0.35535	0.31004	0.71638	0.40426	0.26597	0.37371	0.7674	0.12152	0.29645	0.25434		0.34795	0.19193	0.12032	0.34716	0.15573	5.3967	0.26957			7.95786e-06				9.415e-06	8.236e-06					RCV000774915	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001354984	Uncertain significance	unknown	Malignant tumor of breast	RCV001856100	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Uncertain_significance
chr17:g.33428356T>G		3.167031	0.20028	0.39052	0.21964	0.42179	0.22988	0.63653	0.42932	0.46689	0.68329	0.38421	0.34543	0.1563	0.62624	0.89359	0.96076	0.83352	0.92422	0.276	0.28424	0.57797	0.40193	0.60684	0.44069	0.56677	0.40848	0.71638	0.44082	0.33507	0.42329	0.62972	0.64695	0.3533	0.29851		0.64826	0.30843	0.3631	0.32355	0.34725	8.913	0.40864	126		3.97909e-06				9.415e-06	8.236e-06					RCV000236920	Uncertain significance	germline	not provided	RCV001026702	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV002518459	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Uncertain_significance
chr17:g.33428359C>T	7	3.265872	0.37589	0.60579	0.21964	0.26443	0.26811	0.39198	0.3692	0.43499	0.93975	0.47754	0.51148	0.39898	0.62624	0.89359	0.96076	0.83352	0.92422	0.42156	0.27084	0.41735	0.32413	0.46155	0.37572	0.43825	0.26001	0.41325	0.52637	0.42912	0.50414	0.4025	0.45946	0.44062	0.3847		0.16393	0.15993	0.00964	0.12316	0.78848	15.8662	0.47301			7.95881e-06										RCV000566222	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000590504	Uncertain significance	germline	not provided	RCV000686177	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Uncertain_significance
chr17:g.33428363C>T		5.948132	0.40356	0.48411	0.21964	0.56085	0.56792	0.53446	0.62091	0.63944	0.94067	0.46484	0.46436	0.32425	0.62624	0.89359	0.96076	0.83352	0.92422	0.57225	0.38793	0.72476	0.54596	0.66817	0.43046	0.42232	0.53665	0.71638	0.56047	0.46756	0.68231	0.4025	0.45946	0.70673	0.61001		0.50666	0.43123	0.26965	0.65728	0.78848	15.8662	0.62611			3.98023e-06				9.415e-06	8.236e-06					RCV000803079	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV001179025	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr17:g.33428366G>C		5.447929	0.56231	0.69837	0.21964	0.40756	0.3246	0.55837	0.66553	0.60211	0.94067	0.44196	0.38969	0.12674	0.30672	0.89359	0.96076	0.83352	0.92422	0.67928	0.47286	0.79246	0.66861	0.81061	0.46242	0.479	0.33681	0.71638	0.51019	0.39012	0.42559	0.7674	0.78918	0.70673	0.68788		0.51157	0.69946	0.29288	0.7415	0.42413	10.2277	0.79696	125		3.98187e-06				9.415e-06	8.236e-06					RCV000569205	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001219548	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
chr17:g.33428369T>C	7	5.63254	0.78291	0.78009	0.21964	0.51131	0.22978	0.66587	0.68148	0.65485	0.94022	0.68176	0.59523	0.30563	0.62624	0.89359	0.96076	0.83352	0.92422	0.30863	0.8433	0.75494	0.65103	0.76408	0.41337	0.52479	0.488	0.71638	0.4821	0.32516	0.68884	0.62972	0.64695	0.90584	0.84481		0.60188	0.51872	0.4732	0.59159	0.56521	12.7225	0.87808			3.98149e-06																										
chr17:g.33428371A>T		3.597902	0.68972	0.69597	0.21964	0.58081	0.17689	0.67433	0.30293	0.28507	0.93975	0.43692	0.44085	0.12195	0.30255	0.89359	0.96076	0.83352	0.92422	0.64303	0.16001	0.65899	0.78614	0.66103	0.578	0.66956	0.29427	0.71638	0.47775	0.30688	0.56921	0.17446	0.2907	0.36338	0.43306		0.75854	0.54217	0.72154	0.83351	0.16938	5.6598	0.65844			7.96369e-06				9.415e-06	8.236e-06					RCV000483141	Uncertain significance	germline	not provided	RCV000774916	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001215380	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Uncertain_significance
chr17:g.33428372T>C	7	-0.948398	0.31455	0.3052	0.21964	0.02132	0.13622	0.35209	0.04897	0.06817	0.92457	0.15085	0.06638	0.1264	0.03892	0.89359	0.96076	0.83352	0.92422	0.39853	0.16001	0.25054	0.01953	0.39608	0.32168	0.01097	0.08975	0.31008	0.48989	0.30863	0.19582	0.62972	0.0885	0.02946	0.04355		0.0581	0.20419	0.00964	0.03863	0.07041	3.4432	0.15046			3.98232e-06										RCV000129767	Conflicting interpretations of pathogenicity	germline	Hereditary cancer-predisposing syndrome	RCV000236753	Uncertain significance	germline	not provided	RCV000542443	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Conflicting_interpretations_of_pathogenicity
chr17:g.33428375del																																														3.98314e-06										RCV000115820	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000212968	Pathogenic	germline	not provided	RCV000465960	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000586494	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	
chr17:g.33428375G>A	7	4.648775	0.78757	0.84201	0.21964	0.58213	0.21597	0.74247	0.72206	0.71562	0.99204	0.55742	0.5448	0.20571	0.62624	0.89359	0.96076	0.83352	0.92422	0.79065	0.38554	0.72864	0.91798	0.74851	0.46347	0.74286	0.33131	0.71638	0.53726	0.4337	0.58029	0.7674	0.78918	0.70673	0.62173		0.71519	0.79461	0.63226	0.62352	0.45938	10.8442	0.58629			3.98397e-06																										
chr17:g.33428378T>C		6.167769	0.76669	0.77394	0.21964	0.84315	0.38588	0.76117	0.89068	0.85935	0.93532	0.69868	0.69497	0.30563	0.62624	0.89359	0.96076	0.83352	0.92422	0.74113	0.8433	0.84707	0.98187	0.88506	0.47424	0.94097	0.52396	0.71638	0.61073	0.65909	0.68884	0.62972	0.64695	0.90584	0.97372		0.78976	0.86586	0.91255	0.92824	0.56521	12.7225	0.9926			7.96851e-06				9.415e-06	1.647e-05					RCV000160951	Uncertain significance	germline	not provided	RCV000475132	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000562724	Uncertain significance	germline	Hereditary cancer-predisposing syndrome					Uncertain_significance
chr17:g.33430296G>C	7	6.609265	0.68301	0.68926	0.22727	0.49231	0.29921	0.66807	0.55643	0.59982	0.94428	0.46671	0.57235	0.11718	0.69188	0.3315	0.93434	0.83352	0.98587	0.69895	0.50451	0.67139	0.63932	0.66227	0.45305	0.38868	0.29837	0.71638	0.76049	0.86279	0.48719	0.50648	0.78918	0.63424	0.60107		0.66549	0.41473	0.45756	0.60337	0.5862	13.0985	0.63883			8.15554e-06										RCV000528508	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000570833	Uncertain significance	germline	Hereditary cancer-predisposing syndrome									Uncertain_significance
chr17:g.33430301A>G	7	6.490026	0.95473	0.95405	0.22727	0.82629	0.30002	0.79489	0.88778	0.87621	0.95528	0.76062	0.82187	0.2636	0.69188	0.74545	0.93434	0.83352	0.98587	0.55036	0.49741	0.86072	0.91808	0.8935	0.53685	0.95173	0.81001	0.71638	0.79791	0.70432	0.74467	0.84096	0.94714	0.90584	0.82059		0.88561	0.90589	0.7849	0.79402	0.63134	13.8735	0.93959			4.06957e-06																										
chr17:g.33430317G>A	8	12.116803	0.95072	0.97656	0.22609		0.83927		0.60901	0.49338		0.30066	0.36409	0.06498	0.23636	0.74545	0.93434	0.83352	0.98587		0.2677						0.81001	0.32642	0.79791	0.65909	0.229	0.50648	0.21554								0.27891	7.7197	0.93723			1.22037e-05	3.18512e-05				8.237e-06					RCV000115819	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000212965	Pathogenic	germline	not provided	RCV000410860	Pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000586822	Pathogenic	unknown	Hereditary breast ovarian cancer syndrome	Pathogenic
chr17:g.33430319G>A	7	6.892683	0.84568	0.84366	0.22609	0.43983	0.37589	0.67337	0.75562	0.76744	0.93054	0.64709	0.64722	0.34489	0.64147	0.74545	0.93434	0.83352	0.98587	0.82399	0.8433	0.75685	0.72272	0.76321	0.43041	0.59329	0.81001	0.71638	0.85391	0.86279	0.77194	0.50648	0.78918	0.7322	0.70309		0.64019	0.57352	0.54683	0.69154	0.85817	16.8342	0.67736			8.14299e-06				9.416e-06	8.237e-06																					
chr17:g.33430329T>C	7	3.285792	0.7277	0.79072	0.22609	0.32071	0.27204	0.4386	0.49979	0.5313	0.93787	0.58454	0.65863	0.24957	0.64147	0.74545	0.93434	0.83352	0.98587	0.30012	0.8433	0.67731	0.59418	0.6239	0.37671	0.39373	0.81001	0.71638	0.91618	0.86279	0.58128	0.47794	0.64695	0.60036	0.70482		0.27669	0.47447	0.23905	0.34359	0.60976	13.5121	0.48689			4.05571e-06																										
chr17:g.33430331A>T	7	6.425121	0.82866	0.86805	0.22609	0.58038	0.24846	0.71142	0.8455	0.83281	0.66294	0.75477	0.71235	0.24957	0.64147	0.74545	0.93434	0.83352	0.98587	0.56549	0.8433	0.81888	0.88703	0.8533	0.52753	0.85114	0.58761	0.71638	0.85391	0.86279	0.74467	0.84096	0.94714	0.7322	0.73157		0.81835	0.88632	0.7849	0.92824	0.60976	13.5121	0.94432			4.05999e-06				9.415e-06	8.237e-06																					
chr17:g.33430473C>T	7	7.169116	0.83745	0.83534	0.22467	0.89968	0.29651	0.69881	0.82172	0.81892	0.92884	0.83233	0.76882	0.28729	0.64147	0.3315	0.82415	0.83352	0.83141	0.7386	0.8433	0.6348	0.76776	0.64947	0.454	0.76211	0.81001	0.71638	0.63387	0.57719	0.5491	0.26987	0.45946	0.90584	0.92359		0.83027	0.6104	0.91255	0.92824	0.70726	14.9513	0.70878			3.9775e-06										RCV000480149	Uncertain significance	germline	not provided	RCV001359215	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
chr17:g.33430485G>A	8	13.335118	0.97378	0.97656	0.22284		0.90852		0.94913	0.91467		0.48896	0.18772	0.14327	0.67566	0.3315	0.82415	0.83352	0.83141		0.62929						0.81001	0.71638	0.85391	0.86279	0.4593	0.50648	0.78918								0.73244	15.2515	0.90932			7.95475e-06				9.415e-06	8.236e-06					RCV000576488	Likely pathogenic	unknown	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000561581	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV001268531	Pathogenic	germline	not provided	RCV002298684	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	Pathogenic/Likely_pathogenic
chr17:g.33430491C>A	8	14.634018	0.97378	0.97656	0.22284		0.60452		0.95681	0.9325		0.78218	0.2286	0.299	0.67566	0.3315	0.82415	0.83352	0.83141		0.8433						0.81001	0.71638	0.64315	0.86279	0.65375	0.26987	0.45946								0.73244	15.2515	0.96644			7.95437e-06				9.415e-06	8.236e-06					RCV000566778	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000576697	Likely pathogenic	unknown	Breast-ovarian cancer, familial, susceptibility to, 4	RCV001268532	Pathogenic	germline	not provided	RCV002298685	Pathogenic	germline	Hereditary breast ovarian cancer syndrome	Pathogenic/Likely_pathogenic
chr17:g.33430511G>T	7	6.797656	0.9332	0.94635	0.22284	0.66966	0.24465	0.69535	0.8918	0.88089	0.94022	0.79538	0.70927	0.299	0.67566	0.3315	0.82415	0.83352	0.83141	0.74278	0.8433	0.83037	0.82652	0.86084	0.47907	0.91022	0.81001	0.71638	0.31948	0.22537	0.74483	0.50648	0.78918	0.90584	0.92359		0.66665	0.85301	0.72154	0.92824	0.73244	15.2515	0.87699	107		3.97769e-06				1.883e-05	1.647e-05					RCV000475295	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000485736	Uncertain significance	germline	not provided	RCV000575046	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000781798	Uncertain significance	germline	not specified	Uncertain_significance
chr17:g.33430530C>G	7	0.353017	0.54985	0.62949	0.22284	0.15623	0.06773	0.53052	0.1107	0.10151	0.95922	0.12375	0.2366	0.05486	0.07951	0.74545	0.82415	0.83352	0.83141	0.5454	0.25978	0.58995	0.37186	0.44659	0.36672	0.62545	0.18612	0.06391	0.20445	0.22677	0.02463	0.26987	0.09294	0.18235	0.19048		0.3698	0.32463	0.308	0.39799	0.2001	6.2426	0.52651			3.97757e-06				9.415e-06	8.236e-06																					
chr17:g.33430538T>A	7	4.041696	0.61257	0.60772	0.22284	0.84135	0.07782	0.77045	0.43956	0.36037	0.68474	0.56581	0.52535	0.0715	0.32427	0.74545	0.82415	0.83352	0.83141	0.63771	0.8433	0.79589	0.78804	0.78208	0.5018	0.92174	0.48079	0.71638	0.14368	0.25117	0.47907	0.02813	0.11255	0.90584	0.86255		0.80943	0.77464	0.7849	0.83351	0.2659	7.484	0.68255				3.18451e-05																									
chr17:g.33430551A>C	7	0.534356	0.27188	0.46588	0.22284	0.14187	0.12644	0.41583	0.27603	0.29973	0.9364	0.39387	0.29322	0.10216	0.61401	0.74545	0.87919	0.83352	0.73137	0.15873	0.235	0.35038	0.32827	0.14397	0.32028	0.45129	0.2649	0.20367	0.18236	0.23434	0.15936	0.84096	0.94714	0.25437	0.21332		0.20358	0.31079	0.05668	0.08079	0.33032	8.6227	0.27316			3.9788e-06	3.18492e-05									RCV000571799	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001230607	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
chr17:g.33430556C>T	7	1.091216	0.45667	0.4494	0.22284	0.08887	0.04646	0.42768	0.11907	0.13602	0.93691	0.22062	0.22554	0.06141	0.247	0.74545	0.87919	0.83352	0.73137	0.30825	0.06525	0.18118	0.28339	0.18575	0.45693	0.10234	0.08975	0.24101	0.15357	0.18828	0.26758	0.26987	0.16005	0.32608	0.28749		0.22508	0.04004	0.25154	0.51737	0.10049	4.2293	0.23632			3.97928e-06					8.236e-06					RCV001052573	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV002274126	Uncertain significance	germline	not provided									Uncertain_significance
chr17:g.33433412G>A	7	2.198569	0.18265	0.17236	0.20744	0.16497	0.20123	0.51741	0.20678	0.23921	0.65747	0.32863	0.30875	0.07248	0.32998	0.89359	0.96076	0.83352	0.92422	0.32446	0.23201	0.4754	0.18736	0.34468	0.45753	0.43186	0.08975	0.383	0.48989	0.38166	0.4861	0.08738	0.24853	0.15914	0.20508		0.41239	0.1533	0.03077	0.44501	0.28402	7.8122	0.10198			4.01352e-06										RCV001224093	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV001760213	Uncertain significance	germline	not provided									Uncertain_significance
chr17:g.33433422C>T	7	3.184825	0.46511	0.45796	0.20744	0.17014	0.24496	0.39443	0.13015	0.17184	0.93352	0.18492	0.26293	0.07437	0.33673	0.89359	0.96076	0.83352	0.92422	0.4156	0.17953	0.42862	0.1016	0.15709	0.37051	0.25082	0.26816	0.19841	0.59808	0.4801	0.17268	0.07441	0.18587	0.29916	0.27432		0.17624	0.04004	0.05772	0.3204	0.32578	8.5452	0.08925			4.01168e-06						RCV001912029	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4																	
chr17:g.33433431C>T	7	6.937259	0.33853	0.62482	0.20744	0.34075	0.57055	0.66228	0.46764	0.51243	0.94348	0.45545	0.53432	0.22372	0.65153	0.89359	0.96076	0.83352	0.92422	0.4786	0.25823	0.60929	0.22913	0.54387	0.63758	0.37141	0.27033	0.71638	0.76049	0.70432	0.53445	0.26987	0.45946	0.37004	0.32387		0.4885	0.23632	0.32141	0.57587	0.71574	15.055	0.3114			2.00351e-05				1.883e-05	3.295e-05					RCV000167033	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000507856	Uncertain significance	germline	not specified	RCV000538714	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV002291584	Uncertain significance	germline	not provided	Uncertain_significance
chr17:g.33433445A>G	7	5.999469	0.92255	0.94654	0.20744	0.81674	0.22803	0.71049	0.81972	0.75131	0.93787	0.68748	0.75483	0.17988	0.65153	0.89359	0.96076	0.83352	0.92422	0.54939	0.43931	0.84331	0.90738	0.87635	0.53541	0.97575	0.81001	0.71638	0.57723	0.42355	0.72691	0.84096	0.94714	0.77913	0.75793		0.873	0.87283	0.72154	0.79402	0.5317	12.1165	0.88687			4.00551e-06				9.416e-06	8.237e-06	RCV002347059	Uncertain significance	germline	Hereditary cancer-predisposing syndrome																	
chr17:g.33433457A>G	7	5.703116	0.87557	0.91001	0.20744	0.80675	0.27925	0.66988	0.72432	0.71531	0.94388	0.76499	0.68885	0.17474	0.62877	0.59785	0.96076	0.83352	0.92422	0.59504	0.62929	0.75066	0.79816	0.7308	0.45228	0.72069	0.50806	0.71638	0.52385	0.70432	0.72691	0.84096	0.94714	0.90584	0.84481		0.7282	0.66392	0.7849	0.79402	0.52157	11.9356	0.78167			4.00596e-06																										
chr17:g.33433463A>G	7	5.936483	0.93972	0.93895	0.20744	0.8762	0.28727	0.70685	0.69781	0.67313	0.94022	0.75684	0.62962	0.17474	0.62877	0.89359	0.96076	0.83352	0.92422	0.55285	0.8433	0.72163	0.79374	0.74586	0.57104	0.51832	0.58761	0.71638	0.31363	0.35523	0.72691	0.84096	0.94714	0.90584	0.88582		0.91609	0.77464	0.91255	0.92824	0.52157	11.9356	0.93487			4.00814e-06																										
chr17:g.33433472A>G	7	0.431519	0.0375	0.23869	0.20147	0.00751	0.06897	0.46364	0.0604	0.08781	0.66474	0.16912	0.1705	0.0491	0.13689	0.89359	0.96076	0.83352	0.92422	0.22995	0.39521	0.41971	0.02845	0.33998	0.42989	0.10303	0.40347	0.13787	0.30555	0.24527	0.07878	0.14837	0.28347	0.15093	0.19653		0.36189	0.10527	0.07307	0.23231	0.27694	7.6835	0.1448	64		1.20403e-05	3.18431e-05			9.416e-06	8.237e-06					RCV000220610	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000236493	Uncertain significance	germline	not provided	RCV000698370	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4					Uncertain_significance
chr17:g.33433490A>G	7	6.481172	0.95324	0.95255	0.20147	0.95311	0.30596	0.72887	0.88014	0.85192	0.94764	0.7713	0.81493	0.17988	0.65153	0.89359	0.96076	0.83352	0.92422	0.68156	0.8433	0.84114	0.94464	0.87717	0.5376	0.95627	0.81001	0.71638	0.4821	0.62031	0.72691	0.84096	0.94714	0.90584	0.92359		0.88361	0.8933	0.7849	0.92824	0.5317	12.1165	0.9875			4.03894e-06				9.417e-06	8.237e-06					RCV000164708	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000548631	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV001358136	Uncertain significance	unknown	Malignant tumor of breast					Uncertain_significance
chr17:g.33433491G>A	7	6.337107	0.76822	0.76521	0.20147	0.88176	0.43893	0.7238	0.85623	0.83528	0.94764	0.68962	0.59664	0.22372	0.65153	0.89359	0.96076	0.83352	0.92422	0.63166	0.8433	0.83446	0.75086	0.86736	0.4593	0.8634	0.81001	0.71638	0.46004	0.5322	0.64112	0.50648	0.78918	0.90584	0.92359		0.63207	0.68052	0.34982	0.92824	0.71574	15.055	0.72031				3.1841e-05																									
chr17:g.33433493G>T	7	6.453281	0.87023	0.9421	0.20147	0.63281	0.37078	0.67694	0.81298	0.80883	0.94388	0.79061	0.69414	0.22372	0.65153	0.89359	0.96076	0.83352	0.92422	0.64815	0.8433	0.78485	0.72166	0.80364	0.5218	0.79137	0.58761	0.71638	0.40026	0.44233	0.74619	0.50648	0.78918	0.77913	0.75793		0.73477	0.79947	0.72154	0.79402	0.71574	15.055	0.94314			1.61857e-05				2.825e-05	2.471e-05					RCV000167169	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV000808677	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
chr17:g.33434015C>T		5.952034	0.51883	0.51248	0.1924	0.59879	0.51482	0.51696	0.69061	0.70605	0.67712	0.65522	0.71258	0.31694	0.57626	0.59785	0.96076	0.53088	0.92422	0.59262	0.47286	0.76408	0.65093	0.7734	0.32673	0.53315	0.81001	0.71638	0.69303	0.70432	0.70093	0.26987	0.45946	0.42493	0.50503		0.38734	0.56694	0.33923	0.25514	0.82456	16.2727	0.56662			3.97643e-06	3.18654e-05			9.415e-06	8.236e-06	RCV001215361	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4																	Uncertain_significance
chr17:g.33434032G>T		4.521669	0.46022	0.66482	0.1924	0.39428	0.31176	0.59587	0.57165	0.54551	0.94067	0.57164	0.60955	0.14042	0.41111	0.59785	0.96076	0.53088	0.92422	0.46129	0.4544	0.63674	0.51238	0.6172	0.43365	0.65257	0.81001	0.71638	0.47775	0.55118	0.60675	0.50648	0.78918	0.46844	0.51053		0.50337	0.36157	0.39097	0.4939	0.60182	13.3759	0.54671			7.95361e-06				9.415e-06	8.236e-06					RCV000219134	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV002515657	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
chr17:g.33434036G>A	8	9.98668	0.97692	0.97656	0.1924		0.85172		0.74659	0.64677		0.60166	0.20073	0.1414	0.41236	0.59785	0.96076	0.53088	0.92422		0.52346						0.81001	0.71638	0.51448	0.55118	0.68406	0.07441	0.22775								0.60791	13.4811	0.83987			3.97671e-06										RCV000129970	Pathogenic	germline	Hereditary cancer-predisposing syndrome	RCV000409676	Pathogenic/Likely pathogenic	germline	Breast-ovarian cancer, familial, susceptibility to, 4	RCV000485836	Pathogenic	germline	not provided	RCV001271048	Pathogenic	germline	Breast and/or ovarian cancer	Pathogenic/Likely_pathogenic
chr17:g.33434062G>C		5.777831	0.76879	0.90681	0.1924	0.40756	0.20068	0.64364	0.47135	0.49743	0.94306	0.61775	0.66701	0.31694	0.57626	0.59785	0.96076	0.53088	0.92422	0.63922	0.53742	0.27537	0.64344	0.02615	0.45523	0.122	0.81001	0.71638	0.63387	0.31513	0.60041	0.50648	0.78918	0.44546	0.5009		0.60029	0.56959	0.65419	0.55759	0.82456	16.2727	0.78451			1.19298e-05				1.883e-05	1.647e-05					RCV000580522	Uncertain significance	germline	Hereditary cancer-predisposing syndrome	RCV001860053	Uncertain significance	germline	Breast-ovarian cancer, familial, susceptibility to, 4									Uncertain_significance
